x-axis,MATH
Hertz,dBV
+90.8000E+03,-90.92224E+00
+91.0000E+03,-90.96497E+00
+91.2000E+03,-88.24036E+00
+91.4000E+03,-89.74701E+00
+91.6000E+03,-90.91003E+00
+91.8000E+03,-90.20020E+00
+92.0000E+03,-89.25903E+00
+92.2000E+03,-93.52844E+00
+92.4000E+03,-99.34265E+00
+92.6000E+03,-94.98596E+00
+92.8000E+03,-90.20447E+00
+93.0000E+03,-90.67871E+00
+93.2000E+03,-92.99377E+00
+93.4000E+03,-92.52563E+00
+93.6000E+03,-93.39630E+00
+93.8000E+03,-93.99323E+00
+94.0000E+03,-96.96472E+00
+94.2000E+03,-99.20868E+00
+94.4000E+03,-98.54584E+00
+94.6000E+03,-98.34961E+00
+94.8000E+03,-92.85492E+00
+95.0000E+03,-90.46997E+00
+95.2000E+03,-91.41602E+00
+95.4000E+03,-92.89948E+00
+95.6000E+03,-95.50018E+00
+95.8000E+03,-98.55713E+00
+96.0000E+03,-98.97980E+00
+96.2000E+03,-96.66840E+00
+96.4000E+03,-94.01581E+00
+96.6000E+03,-95.25879E+00
+96.8000E+03,-99.09851E+00
+97.0000E+03,-97.87384E+00
+97.2000E+03,-93.39539E+00
+97.4000E+03,-90.86487E+00
+97.6000E+03,-92.19635E+00
+97.8000E+03,-93.82202E+00
+98.0000E+03,-93.70728E+00
+98.2000E+03,-92.05017E+00
+98.4000E+03,-92.30499E+00
+98.6000E+03,-91.63544E+00
+98.8000E+03,-88.12256E+00
+99.0000E+03,-86.07941E+00
+99.2000E+03,-83.87756E+00
+99.4000E+03,-83.73230E+00
+99.6000E+03,-85.46722E+00
+99.8000E+03,-90.05341E+00
+100.0000E+03,-94.50867E+00
+100.2000E+03,-93.99750E+00
+100.4000E+03,-96.25580E+00
+100.6000E+03,-97.63184E+00
+100.8000E+03,-95.71594E+00
+101.0000E+03,-93.30048E+00
+101.2000E+03,-94.45129E+00
+101.4000E+03,-97.99042E+00
+101.6000E+03,-103.78113E+00
+101.8000E+03,-102.04193E+00
+102.0000E+03,-94.59167E+00
+102.2000E+03,-91.34033E+00
+102.4000E+03,-89.94934E+00
+102.6000E+03,-92.45819E+00
+102.8000E+03,-99.36798E+00
+103.0000E+03,-101.70380E+00
+103.2000E+03,-95.65002E+00
+103.4000E+03,-94.91974E+00
+103.6000E+03,-99.84497E+00
+103.8000E+03,-94.76105E+00
+104.0000E+03,-91.13007E+00
+104.2000E+03,-94.16595E+00
+104.4000E+03,-96.70990E+00
+104.6000E+03,-94.39758E+00
+104.8000E+03,-92.06482E+00
+105.0000E+03,-91.98303E+00
+105.2000E+03,-93.92578E+00
+105.4000E+03,-95.05249E+00
+105.6000E+03,-96.36536E+00
+105.8000E+03,-100.01556E+00
+106.0000E+03,-98.49304E+00
+106.2000E+03,-97.10297E+00
+106.4000E+03,-94.60907E+00
+106.6000E+03,-90.71808E+00
+106.8000E+03,-91.93665E+00
+107.0000E+03,-96.36169E+00
+107.2000E+03,-103.64319E+00
+107.4000E+03,-102.88116E+00
+107.6000E+03,-96.24878E+00
+107.8000E+03,-98.95569E+00
+108.0000E+03,-102.39716E+00
+108.2000E+03,-93.44543E+00
+108.4000E+03,-81.76514E+00
+108.6000E+03,-72.26288E+00
+108.8000E+03,-65.55969E+00
+109.0000E+03,-62.04559E+00
+109.2000E+03,-60.60699E+00
+109.4000E+03,-61.03394E+00
+109.6000E+03,-63.48053E+00
+109.8000E+03,-68.17596E+00
+110.0000E+03,-75.95764E+00
+110.2000E+03,-85.30457E+00
+110.4000E+03,-91.61407E+00
+110.6000E+03,-94.08661E+00
+110.8000E+03,-91.19263E+00
+111.0000E+03,-88.55255E+00
+111.2000E+03,-92.50153E+00
+111.4000E+03,-92.91534E+00
+111.6000E+03,-89.83459E+00
+111.8000E+03,-87.42279E+00
+112.0000E+03,-86.66260E+00
+112.2000E+03,-87.41425E+00
+112.4000E+03,-91.70715E+00
+112.6000E+03,-94.89014E+00
+112.8000E+03,-93.78113E+00
+113.0000E+03,-92.52136E+00
+113.2000E+03,-92.60834E+00
+113.4000E+03,-90.66681E+00
+113.6000E+03,-89.84192E+00
+113.8000E+03,-91.27991E+00
+114.0000E+03,-92.22015E+00
+114.2000E+03,-91.27808E+00
+114.4000E+03,-93.68256E+00
+114.6000E+03,-99.55811E+00
+114.8000E+03,-95.85297E+00
+115.0000E+03,-90.81726E+00
+115.2000E+03,-86.89972E+00
+115.4000E+03,-85.42572E+00
+115.6000E+03,-85.41443E+00
+115.8000E+03,-84.08264E+00
+116.0000E+03,-85.50323E+00
+116.2000E+03,-88.64502E+00
+116.4000E+03,-89.56238E+00
+116.6000E+03,-90.06042E+00
+116.8000E+03,-94.57062E+00
+117.0000E+03,-95.68634E+00
+117.2000E+03,-95.23285E+00
+117.4000E+03,-92.23724E+00
+117.6000E+03,-90.59723E+00
+117.8000E+03,-91.65680E+00
+118.0000E+03,-92.04865E+00
+118.2000E+03,-94.76227E+00
+118.4000E+03,-85.16968E+00
+118.6000E+03,-72.38892E+00
+118.8000E+03,-67.28394E+00
+119.0000E+03,-64.68933E+00
+119.2000E+03,-63.92426E+00
+119.4000E+03,-64.80194E+00
+119.6000E+03,-67.57690E+00
+119.8000E+03,-73.10028E+00
+120.0000E+03,-82.32086E+00
+120.2000E+03,-90.31067E+00
+120.4000E+03,-91.25427E+00
+120.6000E+03,-92.64221E+00
+120.8000E+03,-96.89941E+00
+121.0000E+03,-99.29718E+00
+121.2000E+03,-97.62390E+00
+121.4000E+03,-98.50067E+00
+121.6000E+03,-96.81519E+00
+121.8000E+03,-93.64380E+00
+122.0000E+03,-92.40540E+00
+122.2000E+03,-99.59076E+00
+122.4000E+03,-106.33301E+00
+122.6000E+03,-97.78137E+00
+122.8000E+03,-98.00995E+00
+123.0000E+03,-100.71014E+00
+123.2000E+03,-97.08466E+00
+123.4000E+03,-91.52496E+00
+123.6000E+03,-90.11108E+00
+123.8000E+03,-91.10870E+00
+124.0000E+03,-91.48956E+00
+124.2000E+03,-91.33453E+00
+124.4000E+03,-90.16174E+00
+124.6000E+03,-87.97638E+00
+124.8000E+03,-89.27399E+00
+125.0000E+03,-90.90302E+00
+125.2000E+03,-92.47284E+00
+125.4000E+03,-92.64526E+00
+125.6000E+03,-92.66022E+00
+125.8000E+03,-96.10596E+00
+126.0000E+03,-98.84979E+00
+126.2000E+03,-100.80780E+00
+126.4000E+03,-100.01190E+00
+126.6000E+03,-97.65625E+00
+126.8000E+03,-97.40906E+00
+127.0000E+03,-95.93689E+00
+127.2000E+03,-93.11493E+00
+127.4000E+03,-91.16119E+00
+127.6000E+03,-91.08337E+00
+127.8000E+03,-93.34351E+00
+128.0000E+03,-95.59174E+00
+128.2000E+03,-91.74805E+00
+128.4000E+03,-85.27832E+00
+128.6000E+03,-78.98010E+00
+128.8000E+03,-74.45984E+00
+129.0000E+03,-72.24548E+00
+129.2000E+03,-72.25311E+00
+129.4000E+03,-73.53088E+00
+129.6000E+03,-76.44196E+00
+129.8000E+03,-81.29883E+00
+130.0000E+03,-90.77606E+00
+130.2000E+03,-99.24316E+00
+130.4000E+03,-96.11786E+00
+130.6000E+03,-97.38495E+00
+130.8000E+03,-101.66443E+00
+131.0000E+03,-98.65845E+00
+131.2000E+03,-88.45673E+00
+131.4000E+03,-85.69244E+00
+131.6000E+03,-85.13397E+00
+131.8000E+03,-85.42267E+00
+132.0000E+03,-89.77600E+00
+132.2000E+03,-93.19000E+00
+132.4000E+03,-88.30750E+00
+132.6000E+03,-88.92273E+00
+132.8000E+03,-91.47522E+00
+133.0000E+03,-91.71509E+00
+133.2000E+03,-89.79706E+00
+133.4000E+03,-87.45575E+00
+133.6000E+03,-84.64325E+00
+133.8000E+03,-85.86945E+00
+134.0000E+03,-88.15277E+00
+134.2000E+03,-88.61877E+00
+134.4000E+03,-89.15314E+00
+134.6000E+03,-91.30981E+00
+134.8000E+03,-90.84076E+00
+135.0000E+03,-92.38831E+00
+135.2000E+03,-92.75848E+00
+135.4000E+03,-94.79462E+00
+135.6000E+03,-96.09802E+00
+135.8000E+03,-88.98285E+00
+136.0000E+03,-87.89612E+00
+136.2000E+03,-90.07904E+00
+136.4000E+03,-95.12909E+00
+136.6000E+03,-95.28900E+00
+136.8000E+03,-89.02618E+00
+137.0000E+03,-90.79803E+00
+137.2000E+03,-89.64478E+00
+137.4000E+03,-87.74048E+00
+137.6000E+03,-87.36084E+00
+137.8000E+03,-87.77649E+00
+138.0000E+03,-86.46057E+00
+138.2000E+03,-84.49524E+00
+138.4000E+03,-84.04449E+00
+138.6000E+03,-82.86469E+00
+138.8000E+03,-80.09552E+00
+139.0000E+03,-78.05511E+00
+139.2000E+03,-78.23212E+00
+139.4000E+03,-81.04492E+00
+139.6000E+03,-84.79492E+00
+139.8000E+03,-88.31146E+00
+140.0000E+03,-90.83435E+00
+140.2000E+03,-93.03284E+00
+140.4000E+03,-95.88928E+00
+140.6000E+03,-96.15662E+00
+140.8000E+03,-93.19061E+00
+141.0000E+03,-91.58325E+00
+141.2000E+03,-95.75714E+00
+141.4000E+03,-97.36145E+00
+141.6000E+03,-92.17834E+00
+141.8000E+03,-90.56305E+00
+142.0000E+03,-91.91742E+00
+142.2000E+03,-98.17169E+00
+142.4000E+03,-106.17462E+00
+142.6000E+03,-100.70679E+00
+142.8000E+03,-97.48749E+00
+143.0000E+03,-91.77399E+00
+143.2000E+03,-87.41302E+00
+143.4000E+03,-90.23804E+00
+143.6000E+03,-91.88141E+00
+143.8000E+03,-92.06818E+00
+144.0000E+03,-92.29431E+00
+144.2000E+03,-93.78540E+00
+144.4000E+03,-97.12830E+00
+144.6000E+03,-98.29071E+00
+144.8000E+03,-94.52362E+00
+145.0000E+03,-93.99506E+00
+145.2000E+03,-94.38873E+00
+145.4000E+03,-94.55139E+00
+145.6000E+03,-97.97699E+00
+145.8000E+03,-103.60840E+00
+146.0000E+03,-101.84357E+00
+146.2000E+03,-97.90771E+00
+146.4000E+03,-94.57306E+00
+146.6000E+03,-95.02533E+00
+146.8000E+03,-97.98126E+00
+147.0000E+03,-97.39014E+00
+147.2000E+03,-97.37976E+00
+147.4000E+03,-98.00903E+00
+147.6000E+03,-98.39203E+00
+147.8000E+03,-96.98303E+00
+148.0000E+03,-92.22290E+00
+148.2000E+03,-84.52209E+00
+148.4000E+03,-76.68457E+00
+148.6000E+03,-70.82581E+00
+148.8000E+03,-67.58301E+00
+149.0000E+03,-66.61438E+00
+149.2000E+03,-68.12775E+00
+149.4000E+03,-72.22046E+00
+149.6000E+03,-79.60510E+00
+149.8000E+03,-90.19470E+00
+150.0000E+03,-98.14301E+00
+150.2000E+03,-101.19049E+00
+150.4000E+03,-104.17725E+00
+150.6000E+03,-96.72211E+00
+150.8000E+03,-90.22980E+00
+151.0000E+03,-88.53638E+00
+151.2000E+03,-86.19965E+00
+151.4000E+03,-83.97278E+00
+151.6000E+03,-84.86115E+00
+151.8000E+03,-87.43622E+00
